Opportunity.Id,Opportunity.Days.To.Close,Opportunity.Status,Industry,partnerFlag,PPG,Area,Opportunity.Size,Fee.Type,Deal.Type,Segment,Solution.Area,ClusteredArea,Standard.Offering.Type,Discount_percentage,Time-Period
7-PWYCEXZ7M,200,Lost,National Government,No Partner,Azure and Edge Apps,Western Europe,"797,791",FF,5,Strategic Public Sector,Applications & Infrastructure,Europe,Full MSO,69,P-3
7-MO5ZCHMPD,247,Won,National Government,No Partner,Dynamics 365 Customer Engagement,Western Europe,"730,273",T&M,5,Strategic Public Sector,Business Applications,Europe,Custom,19,P-18
7-M27BUSJQ7,93,Won,National Government,No Partner,On Prem Analytics,Western Europe,"971,948",T&M,3,Strategic Public Sector,Data & AI,Europe,Custom,72,P-9
7-OQKOEN5VZ,176,Won,National Government,No Partner,On Prem Productivity,Western Europe,"137,155",T&M,4,Strategic Public Sector,Modern Workplace,Europe,Custom,28,P-10
7-ODY3JAOJO,170,Lost,National Government,No Partner,On Prem Productivity,Western Europe,"75,578",FF,4,Strategic Public Sector,Modern Workplace,Europe,Custom,33,P-26
7-PTROEHKDO,29,Lost,National Government,No Partner,Dynamics 365 Operations,Western Europe,"211,237",FF,4,Strategic Public Sector,Business Applications,Europe,Custom,87,P-25
7-LTR3GSJFT,197,Lost,Banking & Capital Markets,No Partner,Dynamics On Prem CRM,Western Europe,"405,779",Unknown,5,Commercial Enterprise,Business Applications,Europe,Mixed Custom/SO/MSO,83,P-7
7-LKU4PN2YI,104,Won,National Government,No Partner,On Prem Infra,Australia,"993,669",T&M,2,Strategic Public Sector,Applications & Infrastructure,APAC,Custom,45,P-5
7-NNQUF3GJO,53,Won,Banking & Capital Markets,No Partner,Azure and Edge Infra,Australia,"162,853",FF,3,Commercial Enterprise,Applications & Infrastructure,APAC,Mixed Custom/SO/MSO,39,P-16
7-M236EMY6L,23,Lost,Consumer Goods,No Partner,Windows 10,Latam,"852,498",T&M,4,Commercial Enterprise,Modern Workplace,Latam,Custom,40,P-6
7-NNDGF5T7K,194,Won,Banking & Capital Markets,No Partner,Azure Security and Identity,United States,"320,424",T&M,4,Commercial Enterprise,Applications & Infrastructure,North America,Custom,72,P-7
7-LDIUE2VBH,166,Won,Banking & Capital Markets,No Partner,Dynamics 365 Customer Engagement,United States,"599,402",T&M,4,Commercial Enterprise,Business Applications,North America,Custom,80,P-19
7-MRFVOQIT5,275,Lost,Higher Education,No Partner,Azure Data & AI,United States,"972,248",Unknown,5,Strategic Enterprise,Data & AI,North America,Mixed Custom/SO/MSO,51,P-20
7-P7T5ZE7XO,113,Lost,Partner Professional Services,No Partner,Azure Security and Identity,MEA,"493,524",T&M,5,Commercial Enterprise,Applications & Infrastructure,MEA,Full MSO,89,P-16
7-N25NDXMZ3,4,Won,Telecommunications,No Partner,Azure Security and Identity,MEA,"153,673",Mixed,3,Commercial Enterprise,Applications & Infrastructure,MEA,Custom,47,P-21
7-P5CPVXTDL,98,Lost,Discrete Manufacturing,No Partner,O365 Cloud Productivity,Japan,"202,740",FF,5,Strategic Enterprise,Modern Workplace,APAC,Custom,65,P-5
7-LPYWPYP6Q,184,Won,Energy,Partner,On Prem Analytics,Latam,"686,995",T&M,4,Public Sector Enterprise,Data & AI,Latam,Custom,37,P-18
7-P65FDUTHS,134,Lost,Energy,No Partner,Azure and Edge Apps,Latam,"28,776",FF,2,Public Sector Enterprise,Applications & Infrastructure,Latam,Custom,83,P-14
7-O5A44S6DC,62,Won,National Government,No Partner,O365 Cloud Productivity,United States,"345,667",T&M,4,Public Sector Enterprise,Modern Workplace,North America,Custom,68,P-5
7-LJG7TEK5D,53,Lost,Banking & Capital Markets,No Partner,Azure Data & AI,United States,"684,431",T&M,5,Commercial Enterprise,Data & AI,North America,Custom,11,P-24
7-MCSNRXFTY,134,Lost,Defense & Intelligence,No Partner,On Prem Apps,MEA,"806,157",T&M,2,Public Sector Enterprise,Applications & Infrastructure,MEA,Custom,47,P-5
7-NXKIYP6LE,113,Won,National Government,No Partner,On Prem Security and Identity,MEA,"196,914",FF,5,"Small, Medium & Corporate Government",Applications & Infrastructure,MEA,Full MSO,68,P-16
7-Q5ZUWYHAS,213,Lost,Discrete Manufacturing,No Partner,Azure and Edge Infra,Western Europe,"664,309",Unknown,5,Commercial Enterprise,Applications & Infrastructure,Europe,Mixed Custom/SO/MSO,55,P-1
7-NLKYTWTKS,50,Lost,Retailers,No Partner,On Prem Security and Identity,MEA,"188,595",T&M,4,Commercial Enterprise,Applications & Infrastructure,MEA,Custom,15,P-23
7-MHDKLX5GY,65,Lost,National Government,No Partner,On Prem Infra,MEA,"834,884",FF,2,Public Sector Enterprise,Applications & Infrastructure,MEA,Mixed Custom/SO/MSO,24,P-18
7-OPGQEYPCM,87,Won,Other - Unsegmented,No Partner,Windows 10,India,"542,556",T&M,5,Strategic Enterprise,Modern Workplace,APAC,Custom,52,P-12
7-LDWH2LCY3,41,Won,Partner Professional Services,No Partner,On Prem Security and Identity,India,"815,956",T&M,5,Strategic Enterprise,Applications & Infrastructure,APAC,Custom,89,P-8
7-PTWH3JAAX,97,Lost,Partner Professional Services,No Partner,Azure Security and Identity,India,"748,701",Unknown,5,Strategic Enterprise,Applications & Infrastructure,APAC,Mixed Custom/SO/MSO,77,P-3
7-OKCO2I2ZM,172,Won,Banking & Capital Markets,No Partner,Azure Security and Identity,Latam,"617,617",FF,4,Commercial Enterprise,Applications & Infrastructure,Latam,Custom,15,P-28
7-PJIYFFYE6,155,Won,Banking & Capital Markets,No Partner,Azure and Edge Apps,Latam,"679,157",T&M,5,Commercial Enterprise,Applications & Infrastructure,Latam,Custom,77,P-6
7-PJBIRIIRS,132,Lost,Banking & Capital Markets,No Partner,Azure Data & AI,Latam,"388,262",T&M,4,Commercial Enterprise,Data & AI,Latam,Custom,20,P-18
7-OCQTYYLD5,99,Won,Banking & Capital Markets,No Partner,Azure Data & AI,Latam,"123,026",T&M,4,Commercial Enterprise,Data & AI,Latam,Custom,8,P-10
7-PB6XUEKUY,108,Won,Banking & Capital Markets,No Partner,Azure Data & AI,Latam,"333,857",T&M,5,Commercial Enterprise,Data & AI,Latam,Custom,75,P-18
7-NN7CNYIPZ,209,Won,Travel & Transportation,No Partner,EMS,Japan,"444,112",FF,5,Commercial Enterprise,Modern Workplace,APAC,Custom,8,P-18
7-OE7HFJQKL,247,Lost,Partner Professional Services,No Partner,EMS,Latam,"347,924",FF,4,Strategic Enterprise,Modern Workplace,Latam,Custom,56,P-8
7-MIS6BS4ZM,24,Won,National Government,No Partner,Azure Security and Identity,MEA,"683,971",FF,3,Public Sector Enterprise,Applications & Infrastructure,MEA,Custom,5,P-16
7-MROMYMQFC,259,Lost,Insurance,No Partner,O365 Cloud Productivity,Western Europe,"484,235",T&M,5,Strategic Enterprise,Modern Workplace,Europe,Custom,82,P-23
7-MP63XISPX,288,Lost,Insurance,No Partner,On Prem Analytics,Western Europe,"213,233",T&M,4,Strategic Enterprise,Data & AI,Europe,Custom,14,P-8
7-OI2EZSPBR,224,Won,Discrete Manufacturing,Partner,Windows 10,United States,"366,797",T&M,4,Strategic Enterprise,Modern Workplace,North America,Custom,17,P-25
7-LKPTLH7IB,121,Lost,Discrete Manufacturing,Partner,Dynamics 365 Customer Engagement,United States,"177,859",T&M,4,Strategic Enterprise,Business Applications,North America,Custom,30,P-3
7-O6TOJGQDU,132,Won,Telecommunications,No Partner,Azure Data & AI,Western Europe,"350,063",T&M,4,Strategic Enterprise,Data & AI,Europe,Custom,11,P-14
7-NCWQPKP4C,92,Won,Telecommunications,No Partner,Azure Security and Identity,Western Europe,"495,514",T&M,5,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,44,P-16
7-N5VRUWMDO,91,Won,Telecommunications,No Partner,Azure Data & AI,Western Europe,"517,558",T&M,5,Strategic Enterprise,Data & AI,Europe,Custom,28,P-1
7-OJNX22JYF,251,Lost,Telecommunications,No Partner,Azure Data & AI,Western Europe,"350,890",FF,3,Strategic Enterprise,Data & AI,Europe,Custom,47,P-3
7-OXDHR7SZE,171,Lost,Primary & Secondary Edu/K-12,No Partner,O365 Cloud Productivity,United States,"812,553",T&M,5,Public Sector Enterprise,Modern Workplace,North America,Full SO,9,P-17
7-O566NNWZN,125,Won,Banking & Capital Markets,No Partner,EMS,MEA,"683,437",T&M,3,Commercial Enterprise,Modern Workplace,MEA,Custom,15,P-5
7-PS67KI6GR,189,Won,Retailers,No Partner,O365 Cloud Productivity,Germany,"297,194",T&M,4,Strategic Enterprise,Modern Workplace,Europe,Custom,88,P-9
7-LRGIORIUR,266,Lost,Insurance,Partner,Azure and Edge Infra,Greater China,"689,680",FF,3,Strategic Enterprise,Applications & Infrastructure,APAC,Mixed Custom/SO/MSO,22,P-27
7-OWBKFQOOP,322,Lost,Energy,No Partner,On Prem Infra,Central and Eastern Europe,"976,554",T&M,2,Commercial Enterprise,Applications & Infrastructure,Europe,Mixed Custom/SO/MSO,23,P-19
7-OG6IHLUVA,397,Won,National Government,No Partner,O365 Cloud Productivity,MEA,"724,352",FF,2,Public Sector Enterprise,Modern Workplace,MEA,Mixed Custom/SO/MSO,5,P-13
7-NDBLKV5OP,253,Won,Partner Professional Services,No Partner,O365 Cloud Productivity,Western Europe,"906,772",T&M,2,Strategic Enterprise,Modern Workplace,Europe,Custom,6,P-28
7-OG5IS7327,188,Won,Automotive,No Partner,O365 Cloud Productivity,Japan,"450,169",T&M,5,Strategic Enterprise,Modern Workplace,APAC,Custom,36,P-18
7-OXILWNHQX,225,Won,Automotive,No Partner,O365 Cloud Productivity,Japan,"399,150",T&M,5,Strategic Enterprise,Modern Workplace,APAC,Custom,37,P-12
7-PQLIA5JEA,216,Won,Automotive,No Partner,O365 Cloud Productivity,Japan,"330,695",T&M,4,Strategic Enterprise,Modern Workplace,APAC,Custom,46,P-27
7-PSAZA2NL2,29,Lost,National Government,No Partner,Windows 10,Latam,"879,700",Mixed,2,Public Sector Enterprise,Modern Workplace,Latam,Mixed Custom/SO/MSO,28,P-3
7-MQVKB2G3G,73,Lost,Defense & Intelligence,No Partner,EMS,United States,"918,978",T&M,4,Public Sector Enterprise,Modern Workplace,North America,Custom,82,P-20
7-PQXYF6G63,216,Won,Defense & Intelligence,No Partner,Azure and Edge Infra,United States,"385,350",Mixed,1,Public Sector Enterprise,Applications & Infrastructure,North America,Mixed Custom/SO/MSO,49,P-11
7-PG53JJIBD,260,Won,Telecommunications,No Partner,Azure and Edge Apps,Greater China,"821,099",T&M,5,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,25,P-17
7-Q4JUXPK7E,79,Won,Health Provider,No Partner,Dynamics 365 Customer Engagement,Western Europe,"330,297",T&M,2,Strategic Public Sector,Business Applications,Europe,Custom,83,P-5
7-NKKNT7TP2,140,Lost,National Government,No Partner,Azure and Edge Apps,Latam,"116,314",FF,3,Public Sector Enterprise,Applications & Infrastructure,Latam,Custom,21,P-13
7-Q3H3UHB2K,67,Lost,Energy,No Partner,On Prem Data Platform,Australia,"680,311",T&M,4,Strategic Enterprise,Data & AI,APAC,Custom,69,P-20
7-M4C2HGJBE,100,Won,Nonprofit,Partner,Azure and Edge Infra,Germany,"853,495",Mixed,3,Public Sector Enterprise,Applications & Infrastructure,Europe,Mixed Custom/SO/MSO,62,P-7
7-O5DD4N4K6,141,Lost,Discrete Manufacturing,No Partner,Windows 10,Germany,"191,888",T&M,4,Commercial Enterprise,Modern Workplace,Europe,Mixed Custom/SO/MSO,42,P-27
7-PH5BI53J3,43,Won,Discrete Manufacturing,No Partner,Azure Security and Identity,Germany,"772,001",T&M,5,Commercial Enterprise,Applications & Infrastructure,Europe,Full MSO,67,P-19
7-P5DLAIB5P,47,Won,Discrete Manufacturing,No Partner,Azure Security and Identity,Germany,"358,107",T&M,5,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,76,P-8
7-N5NVFELIW,182,Lost,Travel & Transportation,No Partner,Azure and Edge Apps,Central and Eastern Europe,"313,886",T&M,3,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,38,P-6
7-PV6ZNXIVE,110,Won,Telecommunications,No Partner,Dynamics 365 Customer Engagement,Greater China,"664,497",FF,2,Strategic Enterprise,Business Applications,APAC,Custom,25,P-18
7-LMYMMOFN7,147,Won,Travel & Transportation,No Partner,EMS,Latam,"158,838",FF,4,Commercial Enterprise,Modern Workplace,Latam,Custom,82,P-6
7-OZ3EA243R,93,Lost,Travel & Transportation,No Partner,Dynamics 365 Customer Engagement,Latam,"255,700",FF,3,Commercial Enterprise,Business Applications,Latam,Custom,58,P-14
7-N2T7EAFIM,93,Won,Nonprofit,No Partner,O365 Cloud Productivity,Australia,"626,099",T&M,5,Public Sector Enterprise,Modern Workplace,APAC,Custom,78,P-7
7-LE6KI5Q36,21,Won,Discrete Manufacturing,No Partner,Azure and Edge Infra,United States,"720,079",Mixed,5,Commercial Enterprise,Applications & Infrastructure,North America,Custom,69,P-26
7-Q2NNQ3IC3,167,Lost,Discrete Manufacturing,No Partner,O365 Cloud Productivity,United States,"872,254",T&M,4,Commercial Enterprise,Modern Workplace,North America,Custom,67,P-11
7-LP3ACJXG5,194,Lost,Discrete Manufacturing,No Partner,Azure and Edge Infra,United States,"460,876",Mixed,4,Commercial Enterprise,Applications & Infrastructure,North America,Custom,43,P-22
7-LFTSHXRM4,399,Won,Banking & Capital Markets,No Partner,On Prem Apps,Greater China,"371,846",FF,5,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,78,P-13
7-PHT4MW4QV,129,Won,Banking & Capital Markets,No Partner,Dynamics On Prem CRM,Greater China,"947,580",FF,3,Commercial Enterprise,Business Applications,APAC,Custom,23,P-11
7-NOUEYRXVC,24,Won,Partner Professional Services,No Partner,Azure and Edge Apps,India,"867,805",T&M,5,Strategic Enterprise,Applications & Infrastructure,APAC,Custom,51,P-1
7-NRC6U7MJL,175,Lost,Insurance,No Partner,Azure and Edge Apps,Japan,"528,665",FF,4,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,68,P-27
7-NJPRID7ST,317,Lost,Higher Education,No Partner,On Prem Infra,MEA,"507,290",FF,5,Public Sector Enterprise,Applications & Infrastructure,MEA,Custom,5,P-20
7-MUYOEUZQS,49,Lost,Banking & Capital Markets,No Partner,On Prem Analytics,Central and Eastern Europe,"85,436",FF,4,Commercial Enterprise,Data & AI,Europe,Custom,48,P-10
7-OK77HZT7A,130,Won,Banking & Capital Markets,No Partner,On Prem Analytics,Central and Eastern Europe,"127,891",Mixed,4,Commercial Enterprise,Data & AI,Europe,Custom,8,P-23
7-MUYMY5GOE,36,Won,Banking & Capital Markets,No Partner,On Prem Analytics,Central and Eastern Europe,"418,733",FF,4,Commercial Enterprise,Data & AI,Europe,Custom,30,P-13
7-NX2MT75CR,80,Won,Banking & Capital Markets,No Partner,Windows 10,Germany,"707,066",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Custom,45,P-24
7-LVDULC3XQ,167,Lost,Insurance,No Partner,Azure and Edge Apps,Australia,"418,370",T&M,4,Commercial Enterprise,Applications & Infrastructure,APAC,Custom,81,P-4
7-OHRT6EE5X,9,Lost,National Government,No Partner,EMS,United States,"117,171",T&M,5,Public Sector Enterprise,Modern Workplace,North America,Custom,86,P-3
7-NZPHPYL37,254,Won,Defense & Intelligence,No Partner,Windows 10,United States,"989,137",T&M,5,Strategic Public Sector,Modern Workplace,North America,Custom,26,P-6
7-LWY6JQFCL,58,Won,Insurance,No Partner,On Prem Data Platform,Germany,"370,355",T&M,5,Commercial Enterprise,Data & AI,Europe,Custom,11,P-1
7-O7P4RJWHY,32,Lost,National Government,Partner,Azure Data & AI,MEA,"877,115",FF,2,Public Sector Enterprise,Data & AI,MEA,Custom,74,P-28
7-PIWABI6SK,140,Lost,Defense & Intelligence,No Partner,Dynamics 365 Customer Engagement,United States,"425,231",T&M,2,Public Sector Enterprise,Business Applications,North America,Custom,11,P-6
7-LMLIY54Y7,203,Lost,Defense & Intelligence,No Partner,On Prem Infra,United States,"553,690",T&M,5,Public Sector Enterprise,Applications & Infrastructure,North America,Custom,66,P-16
7-PMKFS5VL7,59,Won,Telecommunications,No Partner,Azure Data & AI,APAC,"562,152",FF,4,Commercial Enterprise,Data & AI,APAC,Custom,18,P-27
7-NFXNYZRIN,153,Won,Banking & Capital Markets,No Partner,On Prem Security and Identity,MEA,"435,265",FF,3,Strategic Public Sector,Applications & Infrastructure,MEA,Custom,79,P-1
7-OKQORKRH2,351,Lost,National Government,Partner,Dynamics 365 Customer Engagement,MEA,"136,345",FF,2,Public Sector Enterprise,Business Applications,MEA,Custom,73,P-1
7-P6SV6423W,154,Won,Telecommunications,No Partner,Azure Security and Identity,APAC,"79,412",FF,2,Commercial Enterprise,Applications & Infrastructure,APAC,Mixed Custom/SO/MSO,20,P-17
7-LFVR4MUBP,301,Won,National Government,No Partner,Dynamics 365 Customer Engagement,United States,"832,828",T&M,3,Public Sector Enterprise,Business Applications,North America,Custom,20,P-20
7-ONJWR6GLK,357,Won,National Government,No Partner,Dynamics 365 Customer Engagement,United States,"80,765",T&M,2,Public Sector Enterprise,Business Applications,North America,Custom,75,P-28
7-OCPSDGP54,127,Lost,National Government,No Partner,Windows 10,Western Europe,"350,304",T&M,3,Public Sector Enterprise,Modern Workplace,Europe,Custom,25,P-21
7-MA2XUI5SE,217,Won,Banking & Capital Markets,No Partner,EMS,Latam,"229,953",FF,4,Commercial Enterprise,Modern Workplace,Latam,Custom,88,P-20
7-OJ7UBPUQG,283,Won,Telecommunications,No Partner,On Prem Productivity,Western Europe,"45,166",T&M,4,Commercial Enterprise,Modern Workplace,Europe,Custom,11,P-13
7-LTPZQJF5U,259,Won,Banking & Capital Markets,No Partner,On Prem Security and Identity,MEA,"941,835",FF,4,Commercial Enterprise,Applications & Infrastructure,MEA,Custom,75,P-25
7-O3HMR2YN6,115,Won,Health Provider,Partner,On Prem Infra,Latam,"94,447",FF,3,Public Sector Enterprise,Applications & Infrastructure,Latam,Custom,78,P-25
7-LOGEEX7J6,356,Lost,Partner Professional Services,No Partner,On Prem Infra,Central and Eastern Europe,"153,711",FF,4,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,22,P-12
7-O4UUZXAAS,85,Won,Discrete Manufacturing,No Partner,EMS,Japan,"14,290",FF,5,Strategic Enterprise,Modern Workplace,APAC,Mixed Custom/SO/MSO,90,P-10
7-MIGGKJOMG,266,Lost,Banking & Capital Markets,No Partner,O365 Cloud Productivity,United States,"959,134",T&M,4,Strategic Enterprise,Modern Workplace,North America,Custom,76,P-5
7-OANLO2CNE,70,Won,Health Payor,No Partner,Azure and Edge Infra,Western Europe,"258,600",T&M,5,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,51,P-26
7-OSMPVBOUC,64,Lost,Health Payor,No Partner,Dynamics 365 Customer Engagement,Western Europe,"820,596",T&M,5,Commercial Enterprise,Business Applications,Europe,Custom,31,P-19
7-NIQS4IH2E,96,Lost,Primary & Secondary Edu/K-12,No Partner,Dynamics 365 Customer Engagement,MEA,"802,497",FF,2,Public Sector Enterprise,Business Applications,MEA,Custom,68,P-15
7-PONCXZVCL,79,Lost,Travel & Transportation,No Partner,O365 Cloud Productivity,Central and Eastern Europe,"980,644",FF,4,Commercial Enterprise,Modern Workplace,Europe,Mixed Custom/SO/MSO,37,P-6
7-PH4WSYFTY,43,Won,Travel & Transportation,No Partner,O365 Cloud Productivity,Central and Eastern Europe,"45,704",T&M,5,Commercial Enterprise,Modern Workplace,Europe,Custom,32,P-15
7-PJGDQ7T6T,135,Lost,Banking & Capital Markets,No Partner,Azure and Edge Infra,Western Europe,"944,083",T&M,5,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,14,P-12
7-MDRRSXIME,74,Lost,Energy,No Partner,On Prem Productivity,Western Europe,"522,016",FF,3,Commercial Enterprise,Modern Workplace,Europe,Custom,3,P-12
7-NN2HFYVPM,24,Lost,Energy,No Partner,O365 Cloud Productivity,Western Europe,"624,549",Unknown,5,Commercial Enterprise,Modern Workplace,Europe,Mixed Custom/SO/MSO,89,P-7
7-PVIXIHX75,108,Won,Banking & Capital Markets,Partner,Dynamics On Prem CRM,MEA,"147,695",FF,3,Commercial Enterprise,Business Applications,MEA,Custom,73,P-27
7-MVH7VSYRX,117,Lost,Smart Spaces,No Partner,Azure Security and Identity,Germany,"939,186",FF,4,Public Sector Enterprise,Applications & Infrastructure,Europe,Full MSO,76,P-22
7-PYHLJETHU,205,Won,National Government,No Partner,Azure and Edge Apps,Germany,"485,251",T&M,5,Public Sector Enterprise,Applications & Infrastructure,Europe,Custom,44,P-8
7-OUSZXMSHG,133,Lost,Pharmaceuticals,Partner,Azure Security and Identity,UK,"503,906",FF,5,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,40,P-3
7-OHHSR4DRO,289,Won,Professional Services,No Partner,Azure and Edge Apps,Western Europe,"71,417",T&M,4,Commercial Enterprise,Applications & Infrastructure,Europe,Custom,54,P-5
7-OHW7VL7FZ,186,Won,Discrete Manufacturing,No Partner,On Prem Security and Identity,Western Europe,"724,780",Mixed,4,Strategic Enterprise,Applications & Infrastructure,Europe,Custom,45,P-15
